keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
16,0.8079,380,0.0671,0.083,80.78999999999999
15,0.8091,110,0.0608,0.0436,80.91000000000001
13,0.8462,156,0.0508,0.04,84.61999999999999
14,0.875,240,0.048,0.042,87.5
12,0.8782,156,0.0496,0.0507,87.82
11,0.9083,240,0.0374,0.0419,90.83
10,0.9125,240,0.0414,0.036,91.25
3,0.935,600,0.0363,0.0872,93.5
9,0.9669,272,0.033,0.0258,96.69
0,0.9972,702,0.0229,0.019,99.72
6,0.9983,600,0.0167,0.0112,99.83
4,1.0,182,0.018,0.0109,100.0
5,1.0,132,0.0201,0.0156,100.0
7,1.0,182,0.016,0.016,100.0
8,1.0,156,0.0169,0.017,100.0
