image_idx,category,keypoint_id,pred,gt,distance,correct_at_threshold,threshold
0,aeroplane,0,"[271.6216216216216, 78.37837837837839]","[272.8018798828125, 65.27554321289062]",0.04385294858160142,True,0.05
0,aeroplane,1,"[255.4054054054054, 89.1891891891892]","[263.5592041015625, 99.86228942871094]",0.04477096056601527,True,0.05
0,aeroplane,2,"[287.8378378378378, 62.16216216216216]","[285.3263854980469, 62.32628631591797]",0.008389364691141479,True,0.05
0,aeroplane,3,"[182.43243243243242, 110.8108108108108]","[189.4390869140625, 106.78857421875]",0.026930279164179945,True,0.05
0,aeroplane,4,"[60.81081081081081, 116.21621621621622]","[10.523872375488281, 111.92742919921875]",0.16823164820750003,False,0.05
0,aeroplane,5,"[44.59459459459459, 94.5945945945946]","[39.524478912353516, 96.84600067138672]",0.018491710561439074,True,0.05
0,aeroplane,6,"[36.486486486486484, 116.21621621621622]","[34.50128173828125, 114.60857391357422]",0.008515053118866545,True,0.05
0,aeroplane,7,"[133.78378378378378, 105.4054054054054]","[156.39759826660156, 116.28428649902344]",0.0836483817544461,False,0.05
0,aeroplane,8,"[239.18918918918916, 94.5945945945946]","[205.6249542236328, 95.6729965209961]",0.11193851583882714,False,0.05
0,aeroplane,9,"[263.5135135135135, 94.5945945945946]","[244.80592346191406, 95.00271606445312]",0.06237347091627099,False,0.05
0,aeroplane,10,"[247.2972972972973, 89.1891891891892]","[231.4107208251953, 86.12142944335938]",0.053933545720850656,False,0.05
0,aeroplane,0,"[271.6216216216216, 78.37837837837839]","[272.8018798828125, 65.27554321289062]",0.04385294858160142,True,0.1
0,aeroplane,1,"[255.4054054054054, 89.1891891891892]","[263.5592041015625, 99.86228942871094]",0.04477096056601527,True,0.1
0,aeroplane,2,"[287.8378378378378, 62.16216216216216]","[285.3263854980469, 62.32628631591797]",0.008389364691141479,True,0.1
0,aeroplane,3,"[182.43243243243242, 110.8108108108108]","[189.4390869140625, 106.78857421875]",0.026930279164179945,True,0.1
