image_idx,category,keypoint_id,pred,gt,distance,correct_at_threshold,threshold
0,car(G),0,"[36.18079391685692, 136.4916956102526]","[38.448020935058594, 159.2107391357422]",0.07610630409464221,False,0.05
0,car(G),1,"[113.20821916734849, 153.94141094104666]","[128.3390655517578, 177.73373413085938]",0.09398682857348167,False,0.05
0,car(G),2,"[37.55313770191089, 96.69183138254527]","[24.283370971679688, 115.627197265625]",0.07707390322143565,False,0.05
0,car(G),3,"[47.836106532328834, 93.81174783448915]","[50.43349075317383, 108.00007629394531]",0.0480803805291038,True,0.05
0,car(G),4,"[100.80450161083324, 88.24314555606327]","[80.39717102050781, 98.73857879638672]",0.07649351902284987,False,0.05
0,car(G),5,"[59.868672087385846, 122.43008871336242]","[77.67320251464844, 146.6804656982422]",0.10028194074951911,False,0.05
0,car(G),6,"[69.6986404625145, 152.8541912903657]","[76.58361053466797, 179.3681182861328]",0.09131089369300159,False,0.05
0,car(G),7,"[142.2797074189057, 142.49320932336755]","[156.12356567382812, 154.30758666992188]",0.06066592705310689,False,0.05
0,car(G),8,"[28.99780144562592, 117.74134378175478]","[21.55940055847168, 134.6949920654297]",0.06171223522523896,False,0.05
0,car(G),9,"[115.87221815779401, 101.72428182653479]","[97.2857894897461, 127.6126708984375]",0.10623161380109475,False,0.05
0,car(G),0,"[36.18079391685692, 136.4916956102526]","[38.448020935058594, 159.2107391357422]",0.07610630409464221,True,0.1
0,car(G),1,"[113.20821916734849, 153.94141094104666]","[128.3390655517578, 177.73373413085938]",0.09398682857348167,True,0.1
0,car(G),2,"[37.55313770191089, 96.69183138254527]","[24.283370971679688, 115.627197265625]",0.07707390322143565,True,0.1
0,car(G),3,"[47.836106532328834, 93.81174783448915]","[50.43349075317383, 108.00007629394531]",0.0480803805291038,True,0.1
0,car(G),4,"[100.80450161083324, 88.24314555606327]","[80.39717102050781, 98.73857879638672]",0.07649351902284987,True,0.1
0,car(G),5,"[59.868672087385846, 122.43008871336242]","[77.67320251464844, 146.6804656982422]",0.10028194074951911,False,0.1
0,car(G),6,"[69.6986404625145, 152.8541912903657]","[76.58361053466797, 179.3681182861328]",0.09131089369300159,True,0.1
0,car(G),7,"[142.2797074189057, 142.49320932336755]","[156.12356567382812, 154.30758666992188]",0.06066592705310689,True,0.1
0,car(G),8,"[28.99780144562592, 117.74134378175478]","[21.55940055847168, 134.6949920654297]",0.06171223522523896,True,0.1
0,car(G),9,"[115.87221815779401, 101.72428182653479]","[97.2857894897461, 127.6126708984375]",0.10623161380109475,False,0.1
0,car(G),0,"[36.18079391685692, 136.4916956102526]","[38.448020935058594, 159.2107391357422]",0.07610630409464221,True,0.2
0,car(G),1,"[113.20821916734849, 153.94141094104666]","[128.3390655517578, 177.73373413085938]",0.09398682857348167,True,0.2
0,car(G),2,"[37.55313770191089, 96.69183138254527]","[24.283370971679688, 115.627197265625]",0.07707390322143565,True,0.2
0,car(G),3,"[47.836106532328834, 93.81174783448915]","[50.43349075317383, 108.00007629394531]",0.0480803805291038,True,0.2
0,car(G),4,"[100.80450161083324, 88.24314555606327]","[80.39717102050781, 98.73857879638672]",0.07649351902284987,True,0.2
0,car(G),5,"[59.868672087385846, 122.43008871336242]","[77.67320251464844, 146.6804656982422]",0.10028194074951911,True,0.2
0,car(G),6,"[69.6986404625145, 152.8541912903657]","[76.58361053466797, 179.3681182861328]",0.09131089369300159,True,0.2
0,car(G),7,"[142.2797074189057, 142.49320932336755]","[156.12356567382812, 154.30758666992188]",0.06066592705310689,True,0.2
0,car(G),8,"[28.99780144562592, 117.74134378175478]","[21.55940055847168, 134.6949920654297]",0.06171223522523896,True,0.2
0,car(G),9,"[115.87221815779401, 101.72428182653479]","[97.2857894897461, 127.6126708984375]",0.10623161380109475,True,0.2
